param PESOMAX := 250000;
param : ELEMENTOS : VALOR PESO :=
1 840 740
2 980 880
3 457 357
4 891 791
5 938 838
6 948 848
7 443 343
8 664 564
9 247 147
10 767 667
11 572 472
12 196 96
13 175 75
14 193 93
15 1085 985
16 808 708
17 593 493
18 902 802
19 226 126
20 663 563
21 156 56
22 989 889
23 200 100
24 663 563
25 515 415
26 306 206
27 860 760
28 792 692
29 466 366
30 511 411
31 663 563
32 543 443
33 559 459
34 504 404
35 135 35
36 960 860
37 576 476
38 300 200
39 1026 926
40 764 664
41 406 306
42 629 529
43 605 505
44 519 419
45 503 403
46 953 853
47 620 520
48 145 45
49 582 482
50 438 338
51 382 282
52 885 785
53 295 195
54 326 226
55 307 207
56 511 411
57 270 170
58 1054 954
59 315 215
60 430 330
61 264 164
62 606 506
63 899 799
64 496 396
65 456 356
66 668 568
67 672 572
68 279 179
69 779 679
70 458 358
71 382 282
72 359 259
73 935 835
74 741 641
75 1071 971
76 720 620
77 645 545
78 496 396
79 1080 980
80 267 167
81 885 785
82 521 421
83 718 618
84 610 510
85 1068 968
86 602 502
87 524 424
88 933 833
89 134 34
90 119 19
91 819 719
92 936 836
93 116 16
94 796 696
95 400 300
96 957 857
97 1077 977
98 553 453
99 429 329
100 1038 938
101 522 422
102 1093 993
103 848 748
104 176 76
105 188 88
106 432 332
107 133 33
108 700 600
109 730 630
110 1091 991
111 1056 956
112 506 406
113 1055 955
114 559 459
115 533 433
116 345 245
117 524 424
118 798 698
119 502 402
120 290 190
121 145 45
122 1011 911
123 184 84
124 592 492
125 383 283
126 375 275
127 817 717
128 302 202
129 523 423
130 701 601
131 864 764
132 587 487
133 972 872
134 875 775
135 590 490
136 1090 990
137 531 431
138 279 179
139 264 164
140 125 25
141 349 249
142 699 599
143 1007 907
144 196 96
145 315 215
146 118 18
147 784 684
148 859 759
149 435 335
150 558 458
151 711 611
152 1084 984
153 716 616
154 1014 914
155 448 348
156 819 719
157 993 893
158 862 762
159 694 594
160 174 74
161 534 434
162 565 465
163 874 774
164 533 433
165 811 711
166 606 506
167 1016 916
168 632 532
169 484 384
170 388 288
171 123 23
172 454 354
173 808 708
174 925 825
175 858 758
176 406 306
177 127 27
178 368 268
179 303 203
180 343 243
181 1002 902
182 1035 935
183 295 195
184 773 673
185 788 688
186 285 185
187 851 751
188 326 226
189 990 890
190 781 681
191 560 460
192 534 434
193 832 732
194 642 542
195 776 676
196 1029 929
197 796 696
198 660 560
199 710 610
200 364 264
201 578 478
202 247 147
203 1048 948
204 393 293
205 558 458
206 854 754
207 188 88
208 505 405
209 382 282
210 880 780
211 373 273
212 365 265
213 747 647
214 1083 983
215 884 784
216 758 658
217 1042 942
218 1060 960
219 872 772
220 381 281
221 192 92
222 794 694
223 860 760
224 723 623
225 725 625
226 1074 974
227 702 602
228 537 437
229 832 732
230 249 149
231 324 224
232 342 242
233 520 420
234 722 622
235 227 127
236 789 689
237 622 522
238 158 58
239 336 236
240 252 152
241 550 450
242 176 76
243 1089 989
244 392 292
245 714 614
246 353 253
247 1027 927
248 343 243
249 1050 950
250 255 155
251 754 654
252 184 84
253 883 783
254 506 406
255 902 802
256 553 453
257 793 693
258 1078 978
259 1051 951
260 777 677
261 583 483
262 811 711
263 696 596
264 628 528
265 1090 990
266 965 865
267 992 892
268 863 763
269 120 20
270 866 766
271 446 346
272 1076 976
273 162 62
274 415 315
275 544 444
276 588 488
277 288 188
278 236 136
279 330 230
280 412 312
281 1034 934
282 869 769
283 1012 912
284 564 464
285 976 876
286 1063 963
287 566 466
288 844 744
289 851 751
290 962 862
291 1091 991
292 272 172
293 132 32
294 727 627
295 660 560
296 750 650
297 1077 977
298 165 65
299 463 363
300 549 449
301 314 214
302 991 891
303 262 162
304 609 509
305 605 505
306 976 876
307 383 283
308 187 87
309 1077 977
310 795 695
311 734 634
312 1046 946
313 1066 966
314 835 735
315 673 573
316 572 472
317 507 407
318 827 727
319 258 158
320 1081 981
321 224 124
322 1025 925
323 517 417
324 289 189
325 582 482
326 604 504
327 294 194
328 106 6
329 579 479
330 194 94
331 665 565
332 877 777
333 867 767
334 209 109
335 915 815
336 718 618
337 502 402
338 946 846
339 244 144
340 767 667
341 853 753
342 204 104
343 920 820
344 633 533
345 104 4
346 429 329
347 1080 980
348 833 733
349 412 312
350 532 432
351 552 452
352 1031 931
353 702 602
354 192 92
355 969 869
356 168 68
357 868 768
358 945 845
359 1086 986
360 473 373
361 193 93
362 1008 908
363 405 305
364 208 108
365 154 54
366 350 250
367 1034 934
368 444 344
369 467 367
370 192 92
371 336 236
372 408 308
373 767 667
374 883 783
375 898 798
376 179 79
377 393 293
378 645 545
379 991 891
380 791 691
381 1053 953
382 1090 990
383 430 330
384 767 667
385 594 494
386 382 282
387 891 791
388 789 689
389 649 549
390 589 489
391 368 268
392 734 634
393 311 211
394 150 50
395 121 21
396 187 87
397 302 202
398 676 576
399 107 7
400 630 530
401 1020 920
402 1033 933
403 872 772
404 262 162
405 262 162
406 193 93
407 196 96
408 247 147
409 728 628
410 1088 988
411 413 313
412 892 792
413 189 89
414 1088 988
415 664 564
416 835 735
417 469 369
418 932 832
419 315 215
420 310 210
421 1019 919
422 755 655
423 1046 946
424 932 832
425 784 684
426 805 705
427 872 772
428 792 692
429 938 838
430 1088 988
431 1006 906
432 677 577
433 810 710
434 135 35
435 215 115
436 319 219
437 467 367
438 1034 934
439 763 663
440 654 554
441 394 294
442 180 80
443 517 417
444 182 82
445 336 236
446 281 181
447 561 461
448 788 688
449 406 306
450 915 815
451 435 335
452 839 739
453 1079 979
454 481 381
455 978 878
456 500 400
457 988 888
458 709 609
459 1099 999
460 198 98
461 1077 977
462 597 497
463 585 485
464 1083 983
465 381 281
466 1018 918
467 696 596
468 722 622
469 1095 995
470 602 502
471 533 433
472 945 845
473 1078 978
474 210 110
475 319 219
476 494 394
477 731 631
478 456 356
479 106 6
480 195 95
481 525 425
482 965 865
483 1095 995
484 709 609
485 150 50
486 1025 925
487 852 752
488 1007 907
489 910 810
490 280 180
491 170 70
492 163 63
493 229 129
494 180 80
495 1021 921
496 358 258
497 104 4
498 477 377
499 853 753
500 1052 952
501 355 255
502 336 236
503 399 299
504 476 376
505 198 98
506 584 484
507 573 473
508 437 337
509 605 505
510 833 733
511 716 616
512 759 659
513 174 74
514 771 671
515 504 404
516 833 733
517 808 708
518 143 43
519 312 212
520 960 860
521 945 845
522 890 790
523 672 572
524 556 456
525 282 182
526 582 482
527 440 340
528 400 300
529 508 408
530 916 816
531 379 279
532 706 606
533 189 89
534 769 669
535 282 182
536 984 884
537 425 325
538 713 613
539 992 892
540 389 289
541 167 67
542 651 551
543 479 379
544 236 136
545 1068 968
546 322 222
547 849 749
548 710 610
549 235 135
550 536 436
551 494 394
552 904 804
553 624 524
554 648 548
555 753 653
556 741 641
557 532 432
558 645 545
559 187 87
560 722 622
561 190 90
562 691 591
563 542 442
564 761 661
565 539 439
566 593 493
567 822 722
568 314 214
569 780 680
570 105 5
571 1092 992
572 312 212
573 519 419
574 552 452
575 446 346
576 1071 971
577 767 667
578 696 596
579 393 293
580 623 523
581 910 810
582 491 391
583 1070 970
584 445 345
585 423 323
586 350 250
587 326 226
588 281 181
589 768 668
590 164 64
591 826 726
592 165 65
593 443 343
594 339 239
595 774 674
596 154 54
597 806 706
598 767 667
599 321 221
600 499 399
601 921 821
602 436 336
603 773 673
604 840 740
605 875 775
606 1005 905
607 657 557
608 315 215
609 858 758
610 1049 949
611 902 802
612 955 855
613 165 65
614 914 814
615 136 36
616 720 620
617 1020 920
618 528 428
619 246 146
620 695 595
621 283 183
622 537 437
623 463 363
624 278 178
625 279 179
626 893 793
627 618 518
628 244 144
629 599 499
630 1062 962
631 766 666
632 506 406
633 228 128
634 831 731
635 1013 913
636 1086 986
637 233 133
638 766 666
639 257 157
640 304 204
641 260 160
642 316 216
643 652 552
644 1088 988
645 652 552
646 359 259
647 137 37
648 813 713
649 401 301
650 270 170
651 1004 904
652 1027 927
653 673 573
654 366 266
655 955 855
656 495 395
657 174 74
658 1014 914
659 610 510
660 1015 915
661 524 424
662 831 731
663 415 315
664 806 706
665 468 368
666 1097 997
667 200 100
668 815 715
669 356 256
670 849 749
671 734 634
672 790 690
673 326 226
674 481 381
675 573 473
676 436 336
677 477 377
678 859 759
679 741 641
680 750 650
681 613 513
682 1001 901
683 394 294
684 889 789
685 807 707
686 615 515
687 507 407
688 243 143
689 1047 947
690 971 871
691 891 791
692 800 700
693 772 672
694 372 272
695 704 604
696 713 613
697 381 281
698 650 550
699 372 272
700 507 407
701 359 259
702 818 718
703 420 320
704 469 369
705 576 476
706 910 810
707 974 874
708 1031 931
709 188 88
710 543 443
711 394 294
712 384 284
713 523 423
714 1020 920
715 278 178
716 1076 976
717 150 50
718 732 632
719 997 897
720 648 548
721 725 625
722 537 437
723 471 371
724 1082 982
725 354 254
726 356 256
727 1000 900
728 123 23
729 852 752
730 883 783
731 304 204
732 932 832
733 909 809
734 1095 995
735 189 89
736 446 346
737 1054 954
738 727 627
739 293 193
740 156 56
741 725 625
742 971 871
743 281 181
744 820 720
745 287 187
746 373 273
747 1014 914
748 424 324
749 1067 967
750 500 400
751 1042 942
752 1042 942
753 140 40
754 975 875
755 476 376
756 442 342
757 939 839
758 316 216
759 147 47
760 206 106
761 925 825
762 323 223
763 117 17
764 562 462
765 980 880
766 575 475
767 769 669
768 1089 989
769 649 549
770 280 180
771 997 897
772 877 777
773 181 81
774 179 79
775 687 587
776 488 388
777 462 362
778 778 678
779 687 587
780 580 480
781 770 670
782 782 682
783 895 795
784 168 68
785 483 383
786 180 80
787 415 315
788 671 571
789 460 360
790 418 318
791 595 495
792 869 769
793 296 196
794 167 67
795 834 734
796 827 727
797 833 733
798 373 273
799 358 258
800 731 631
801 443 343
802 197 97
803 1023 923
804 530 430
805 501 401
806 980 880
807 697 597
808 386 286
809 812 712
810 1092 992
811 253 153
812 464 364
813 303 203
814 1096 996
815 369 269
816 660 560
817 686 586
818 318 218
819 128 28
820 669 569
821 735 635
822 771 671
823 1034 934
824 276 176
825 785 685
826 945 845
827 646 546
828 877 777
829 884 784
830 727 627
831 874 774
832 110 10
833 460 360
834 470 370
835 295 195
836 615 515
837 381 281
838 1067 967
839 430 330
840 116 16
841 157 57
842 147 47
843 806 706
844 973 873
845 238 138
846 797 697
847 699 599
848 381 281
849 906 806
850 703 603
851 429 329
852 373 273
853 803 703
854 626 526
855 278 178
856 372 272
857 1074 974
858 733 633
859 500 400
860 545 445
861 299 199
862 626 526
863 814 714
864 539 439
865 365 265
866 1080 980
867 698 598
868 1040 940
869 291 191
870 198 98
871 1056 956
872 859 759
873 255 155
874 148 48
875 939 839
876 418 318
877 616 516
878 364 264
879 213 113
880 1041 941
881 776 676
882 826 726
883 746 646
884 761 661
885 722 622
886 104 4
887 995 895
888 1004 904
889 870 770
890 730 630
891 1086 986
892 440 340
893 194 94
894 666 566
895 627 527
896 259 159
897 825 725
898 554 454
899 1085 985
900 333 233
901 268 168
902 228 128
903 658 558
904 192 92
905 855 755
906 538 438
907 805 705
908 678 578
909 419 319
910 1058 958
911 282 182
912 1087 987
913 1014 914
914 162 62
915 909 809
916 520 420
917 769 669
918 602 502
919 205 105
920 127 27
921 503 403
922 853 753
923 590 490
924 1030 930
925 571 471
926 860 760
927 566 466
928 592 492
929 472 372
930 110 10
931 541 441
932 423 323
933 684 584
934 909 809
935 1010 910
936 1077 977
937 281 181
938 196 96
939 936 836
940 372 272
941 1028 928
942 326 226
943 247 147
944 108 8
945 796 696
946 869 769
947 406 306
948 198 98
949 520 420
950 143 43
951 459 359
952 832 732
953 786 686
954 597 497
955 256 156
956 343 243
957 1000 900
958 184 84
959 700 600
960 187 87
961 977 877
962 684 584
963 587 487
964 949 849
965 1003 903
966 689 589
967 504 404
968 728 628
969 1050 950
970 117 17
971 698 598
972 840 740
973 652 552
974 903 803
975 1047 947
976 296 196
977 960 860
978 935 835
979 231 131
980 1028 928
981 924 824
982 429 329
983 882 782
984 856 756
985 370 270
986 124 24
987 783 683
988 150 50
989 816 716
990 672 572
991 350 250
992 1031 931
993 579 479
994 490 390
995 433 333
996 529 429
997 571 471
998 428 328
999 751 651
1000 121 21
;
